neighborhood,year,month_number,permits_count,total_construction_value,avg_construction_value,n_properties,avg_assessed_value
ELMWOOD,2025,11,2,230000.0,230000.0,822.0,407083.9416058394
ELMWOOD PARK,2019,1,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2019,3,4,1500.0,1500.0,436.0,307181.19266055047
ELMWOOD PARK,2019,6,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2019,7,2,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2019,11,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2020,5,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2020,6,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2020,7,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2020,8,1,45000.0,45000.0,436.0,307181.19266055047
ELMWOOD PARK,2021,2,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2021,4,5,130000.0,43333.333333333336,436.0,307181.19266055047
ELMWOOD PARK,2021,5,3,129999.0,64999.5,436.0,307181.19266055047
ELMWOOD PARK,2021,7,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2021,8,1,2500.0,2500.0,436.0,307181.19266055047
ELMWOOD PARK,2021,10,1,10000.0,10000.0,436.0,307181.19266055047
ELMWOOD PARK,2021,12,2,9999.0,9999.0,436.0,307181.19266055047
ELMWOOD PARK,2022,3,2,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2022,4,1,435750.0,435750.0,436.0,307181.19266055047
ELMWOOD PARK,2022,5,1,5450000.0,5450000.0,436.0,307181.19266055047
ELMWOOD PARK,2022,6,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2022,8,3,217500.0,217500.0,436.0,307181.19266055047
ELMWOOD PARK,2022,12,1,20000.0,20000.0,436.0,307181.19266055047
ELMWOOD PARK,2023,3,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2023,6,1,40000.0,40000.0,436.0,307181.19266055047
ELMWOOD PARK,2023,7,1,22000.0,22000.0,436.0,307181.19266055047
ELMWOOD PARK,2023,8,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2023,10,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2023,12,1,15000.0,15000.0,436.0,307181.19266055047
ELMWOOD PARK,2024,2,1,20000.0,20000.0,436.0,307181.19266055047
ELMWOOD PARK,2024,3,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2024,5,2,100000.0,100000.0,436.0,307181.19266055047
ELMWOOD PARK,2024,6,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2024,7,1,219000.0,219000.0,436.0,307181.19266055047
ELMWOOD PARK,2024,9,2,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2024,11,2,1064875.0,532437.5,436.0,307181.19266055047
ELMWOOD PARK,2024,12,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2025,3,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2025,6,1,0.0,,436.0,307181.19266055047
ELMWOOD PARK,2025,7,6,5520875.0,920145.8333333334,436.0,307181.19266055047
ELMWOOD PARK,2025,9,3,99000.0,49500.0,436.0,307181.19266055047
ELMWOOD PARK,2025,11,1,50000.0,50000.0,436.0,307181.19266055047
ELSINORE,2019,4,1,4192.0,4192.0,959.0,483808.65484880086
ELSINORE,2019,5,2,18000.0,9000.0,959.0,483808.65484880086
ELSINORE,2019,6,1,0.0,,959.0,483808.65484880086
ELSINORE,2019,7,1,0.0,,959.0,483808.65484880086
ELSINORE,2020,2,1,40000.0,40000.0,959.0,483808.65484880086
ELSINORE,2020,4,1,3500.0,3500.0,959.0,483808.65484880086
ELSINORE,2020,9,2,2000.0,1000.0,959.0,483808.65484880086
ELSINORE,2020,10,1,25000.0,25000.0,959.0,483808.65484880086
ELSINORE,2020,11,1,13000000.0,13000000.0,959.0,483808.65484880086
ELSINORE,2020,12,1,0.0,,959.0,483808.65484880086
ELSINORE,2021,2,1,25000.0,25000.0,959.0,483808.65484880086
ELSINORE,2021,3,1,4000.0,4000.0,959.0,483808.65484880086
ELSINORE,2021,4,2,55000.0,27500.0,959.0,483808.65484880086
ELSINORE,2021,5,1,0.0,,959.0,483808.65484880086
ELSINORE,2021,6,2,0.0,,959.0,483808.65484880086
ELSINORE,2021,7,1,0.0,,959.0,483808.65484880086
ELSINORE,2021,9,2,2000.0,2000.0,959.0,483808.65484880086
ELSINORE,2021,10,5,1157440.0,231488.0,959.0,483808.65484880086
ELSINORE,2021,11,1,279360.0,279360.0,959.0,483808.65484880086
ELSINORE,2021,12,2,12000.0,6000.0,959.0,483808.65484880086
ELSINORE,2022,1,1,20000.0,20000.0,959.0,483808.65484880086
ELSINORE,2022,4,1,25000.0,25000.0,959.0,483808.65484880086
ELSINORE,2022,5,2,274825.0,137412.5,959.0,483808.65484880086
ELSINORE,2022,6,5,1260250.0,252050.0,959.0,483808.65484880086
ELSINORE,2022,7,3,795250.0,265083.3333333333,959.0,483808.65484880086
ELSINORE,2022,8,3,807000.0,269000.0,959.0,483808.65484880086
ELSINORE,2022,9,3,291000.0,291000.0,959.0,483808.65484880086
ELSINORE,2022,10,2,233500.0,233500.0,959.0,483808.65484880086
ELSINORE,2022,11,1,271125.0,271125.0,959.0,483808.65484880086
ELSINORE,2022,12,1,0.0,,959.0,483808.65484880086
ELSINORE,2023,1,2,30000.0,30000.0,959.0,483808.65484880086
ELSINORE,2023,2,1,7000.0,7000.0,959.0,483808.65484880086
ELSINORE,2023,3,3,805000.0,268333.3333333333,959.0,483808.65484880086
ELSINORE,2023,4,4,1146125.0,286531.25,959.0,483808.65484880086
ELSINORE,2023,5,8,907625.0,226906.25,959.0,483808.65484880086
ELSINORE,2023,6,8,1549875.0,258312.5,959.0,483808.65484880086
ELSINORE,2023,7,5,1245125.0,311281.25,959.0,483808.65484880086
ELSINORE,2023,8,5,458250.0,152750.0,959.0,483808.65484880086
ELSINORE,2023,9,1,260000.0,260000.0,959.0,483808.65484880086
ELSINORE,2023,10,2,593500.0,296750.0,959.0,483808.65484880086
ELSINORE,2023,11,2,34995.0,34995.0,959.0,483808.65484880086
ELSINORE,2024,1,3,551625.0,275812.5,959.0,483808.65484880086
ELSINORE,2024,2,7,1360830.0,226805.0,959.0,483808.65484880086
ELSINORE,2024,3,4,880500.0,220125.0,959.0,483808.65484880086
ELSINORE,2024,4,2,530875.0,265437.5,959.0,483808.65484880086
ELSINORE,2024,5,4,829000.0,276333.3333333333,959.0,483808.65484880086
ELSINORE,2024,6,7,633000.0,126600.0,959.0,483808.65484880086
ELSINORE,2024,7,7,1118250.0,279562.5,959.0,483808.65484880086
ELSINORE,2024,8,3,284375.0,284375.0,959.0,483808.65484880086
ELSINORE,2024,9,4,795625.0,265208.3333333333,959.0,483808.65484880086
ELSINORE,2024,10,11,2737125.0,273712.5,959.0,483808.65484880086
ELSINORE,2024,11,4,559000.0,186333.33333333334,959.0,483808.65484880086
ELSINORE,2024,12,2,551625.0,275812.5,959.0,483808.65484880086
ELSINORE,2025,2,1,291000.0,291000.0,959.0,483808.65484880086
ELSINORE,2025,4,2,520000.0,260000.0,959.0,483808.65484880086
ELSINORE,2025,5,4,1038750.0,259687.5,959.0,483808.65484880086
ELSINORE,2025,6,6,823625.0,205906.25,959.0,483808.65484880086
ELSINORE,2025,7,2,15000.0,15000.0,959.0,483808.65484880086
ELSINORE,2025,8,4,595000.0,148750.0,959.0,483808.65484880086
ELSINORE,2025,9,6,860625.0,172125.0,959.0,483808.65484880086
ELSINORE,2025,10,4,710000.0,177500.0,959.0,483808.65484880086
EMPIRE PARK,2019,1,3,42200.0,21100.0,1301.0,645294.0046118371
EMPIRE PARK,2019,2,2,675000.0,337500.0,1301.0,645294.0046118371
EMPIRE PARK,2019,3,2,130000.0,65000.0,1301.0,645294.0046118371
EMPIRE PARK,2019,4,3,527000.0,175666.66666666666,1301.0,645294.0046118371
EMPIRE PARK,2019,5,2,583874.0,291937.0,1301.0,645294.0046118371
EMPIRE PARK,2019,6,3,227000.0,75666.66666666667,1301.0,645294.0046118371
EMPIRE PARK,2019,7,4,506000.0,126500.0,1301.0,645294.0046118371
EMPIRE PARK,2019,8,8,3176500.0,453785.71428571426,1301.0,645294.0046118371
EMPIRE PARK,2019,9,4,487600.0,121900.0,1301.0,645294.0046118371
EMPIRE PARK,2019,10,5,532500.0,106500.0,1301.0,645294.0046118371
EMPIRE PARK,2019,11,3,3560000.0,1186666.6666666667,1301.0,645294.0046118371
EMPIRE PARK,2019,12,4,298125.0,74531.25,1301.0,645294.0046118371
EMPIRE PARK,2020,1,2,135000.0,67500.0,1301.0,645294.0046118371
EMPIRE PARK,2020,2,4,795000.0,198750.0,1301.0,645294.0046118371
EMPIRE PARK,2020,3,4,10265000.0,2566250.0,1301.0,645294.0046118371
EMPIRE PARK,2020,4,2,568750.0,284375.0,1301.0,645294.0046118371
EMPIRE PARK,2020,5,3,712600.0,237533.33333333334,1301.0,645294.0046118371
EMPIRE PARK,2020,6,5,460000.0,115000.0,1301.0,645294.0046118371
EMPIRE PARK,2020,8,3,522000.0,174000.0,1301.0,645294.0046118371
EMPIRE PARK,2020,9,1,25000.0,25000.0,1301.0,645294.0046118371
EMPIRE PARK,2020,10,2,100000.0,50000.0,1301.0,645294.0046118371
EMPIRE PARK,2020,12,2,615000.0,307500.0,1301.0,645294.0046118371
EMPIRE PARK,2021,1,1,100000.0,100000.0,1301.0,645294.0046118371
EMPIRE PARK,2021,2,4,38498423.0,9624605.75,1301.0,645294.0046118371
EMPIRE PARK,2021,3,3,390000.0,130000.0,1301.0,645294.0046118371
EMPIRE PARK,2021,4,3,221000.0,73666.66666666667,1301.0,645294.0046118371
EMPIRE PARK,2021,5,1,95635.0,95635.0,1301.0,645294.0046118371
EMPIRE PARK,2021,6,2,238000.0,119000.0,1301.0,645294.0046118371
EMPIRE PARK,2021,7,1,80000.0,80000.0,1301.0,645294.0046118371
EMPIRE PARK,2021,8,1,110000.0,110000.0,1301.0,645294.0046118371
EMPIRE PARK,2021,9,1,50000.0,50000.0,1301.0,645294.0046118371
EMPIRE PARK,2021,10,3,431688.0,143896.0,1301.0,645294.0046118371
EMPIRE PARK,2021,11,1,300000.0,300000.0,1301.0,645294.0046118371
EMPIRE PARK,2021,12,1,100000.0,100000.0,1301.0,645294.0046118371
EMPIRE PARK,2022,1,1,20000.0,20000.0,1301.0,645294.0046118371
EMPIRE PARK,2022,2,1,3000000.0,3000000.0,1301.0,645294.0046118371
EMPIRE PARK,2022,3,2,39423.0,19711.5,1301.0,645294.0046118371
EMPIRE PARK,2022,4,1,3500000.0,3500000.0,1301.0,645294.0046118371
EMPIRE PARK,2022,5,1,1000000.0,1000000.0,1301.0,645294.0046118371
EMPIRE PARK,2022,6,2,300000.0,300000.0,1301.0,645294.0046118371
EMPIRE PARK,2022,7,2,57000.0,57000.0,1301.0,645294.0046118371
EMPIRE PARK,2022,8,3,288250.0,96083.33333333333,1301.0,645294.0046118371
EMPIRE PARK,2022,9,2,1075000.0,537500.0,1301.0,645294.0046118371
EMPIRE PARK,2022,10,1,150000.0,150000.0,1301.0,645294.0046118371
EMPIRE PARK,2022,11,2,420000.0,210000.0,1301.0,645294.0046118371
EMPIRE PARK,2022,12,2,1130721.0,565360.5,1301.0,645294.0046118371
EMPIRE PARK,2023,2,2,1831490.0,915745.0,1301.0,645294.0046118371
EMPIRE PARK,2023,3,3,810000.0,270000.0,1301.0,645294.0046118371
EMPIRE PARK,2023,4,1,150000.0,150000.0,1301.0,645294.0046118371
EMPIRE PARK,2023,5,3,610000.0,203333.33333333334,1301.0,645294.0046118371
EMPIRE PARK,2023,6,4,587000.0,146750.0,1301.0,645294.0046118371
EMPIRE PARK,2023,7,1,1200000.0,1200000.0,1301.0,645294.0046118371
EMPIRE PARK,2023,8,1,985000.0,985000.0,1301.0,645294.0046118371
EMPIRE PARK,2023,9,3,1962825.0,654275.0,1301.0,645294.0046118371
EMPIRE PARK,2023,10,2,65000.0,32500.0,1301.0,645294.0046118371
EMPIRE PARK,2023,11,1,60000.0,60000.0,1301.0,645294.0046118371
EMPIRE PARK,2024,1,3,995000.0,331666.6666666667,1301.0,645294.0046118371
EMPIRE PARK,2024,3,2,210000.0,105000.0,1301.0,645294.0046118371
EMPIRE PARK,2024,4,1,30000.0,30000.0,1301.0,645294.0046118371
EMPIRE PARK,2024,5,2,1062000.0,531000.0,1301.0,645294.0046118371
EMPIRE PARK,2024,6,4,550000.0,275000.0,1301.0,645294.0046118371
EMPIRE PARK,2024,7,3,461875.0,153958.33333333334,1301.0,645294.0046118371
EMPIRE PARK,2024,8,1,3500000.0,3500000.0,1301.0,645294.0046118371
EMPIRE PARK,2024,9,3,225000.0,75000.0,1301.0,645294.0046118371
EMPIRE PARK,2024,10,1,0.0,,1301.0,645294.0046118371
EMPIRE PARK,2024,12,2,270000.0,135000.0,1301.0,645294.0046118371
EMPIRE PARK,2025,1,1,100000.0,100000.0,1301.0,645294.0046118371
EMPIRE PARK,2025,2,2,70285.0,35142.5,1301.0,645294.0046118371
EMPIRE PARK,2025,3,1,800000.0,800000.0,1301.0,645294.0046118371
EMPIRE PARK,2025,4,2,700000.0,350000.0,1301.0,645294.0046118371
EMPIRE PARK,2025,6,1,2500.0,2500.0,1301.0,645294.0046118371
EMPIRE PARK,2025,7,2,512000.0,256000.0,1301.0,645294.0046118371
EMPIRE PARK,2025,9,1,295904.0,295904.0,1301.0,645294.0046118371
EMPIRE PARK,2025,11,2,125000.0,62500.0,1301.0,645294.0046118371
ERMINESKIN,2019,1,2,58500.0,29250.0,2896.0,360770.5455801105
ERMINESKIN,2019,4,3,68000.0,34000.0,2896.0,360770.5455801105
ERMINESKIN,2019,5,3,303500.0,101166.66666666667,2896.0,360770.5455801105
ERMINESKIN,2019,6,1,586740.0,586740.0,2896.0,360770.5455801105
ERMINESKIN,2019,8,4,435200.0,108800.0,2896.0,360770.5455801105
ERMINESKIN,2019,9,1,45000.0,45000.0,2896.0,360770.5455801105
ERMINESKIN,2019,10,1,612813.0,612813.0,2896.0,360770.5455801105
ERMINESKIN,2020,2,2,350000.0,175000.0,2896.0,360770.5455801105
ERMINESKIN,2020,3,4,3056000.0,764000.0,2896.0,360770.5455801105
ERMINESKIN,2020,5,3,2000.0,1000.0,2896.0,360770.5455801105
ERMINESKIN,2020,6,1,570000.0,570000.0,2896.0,360770.5455801105
ERMINESKIN,2020,7,1,10000.0,10000.0,2896.0,360770.5455801105
ERMINESKIN,2020,9,2,55154488.0,27577244.0,2896.0,360770.5455801105
ERMINESKIN,2020,10,1,3000.0,3000.0,2896.0,360770.5455801105
ERMINESKIN,2020,11,2,45000.0,22500.0,2896.0,360770.5455801105
ERMINESKIN,2021,2,1,25000.0,25000.0,2896.0,360770.5455801105
ERMINESKIN,2021,3,2,225522.0,225522.0,2896.0,360770.5455801105
ERMINESKIN,2021,6,2,90000.0,45000.0,2896.0,360770.5455801105
ERMINESKIN,2021,7,3,1435400.0,717700.0,2896.0,360770.5455801105
ERMINESKIN,2021,8,3,4084940.0,1361646.6666666667,2896.0,360770.5455801105
ERMINESKIN,2021,9,2,547340.0,547340.0,2896.0,360770.5455801105
ERMINESKIN,2021,11,3,3239112.0,1079704.0,2896.0,360770.5455801105
ERMINESKIN,2021,12,2,174800.0,87400.0,2896.0,360770.5455801105
ERMINESKIN,2022,1,1,5000.0,5000.0,2896.0,360770.5455801105
ERMINESKIN,2022,2,1,15000.0,15000.0,2896.0,360770.5455801105
ERMINESKIN,2022,3,3,920000.0,306666.6666666667,2896.0,360770.5455801105
ERMINESKIN,2022,4,2,46108581.0,23054290.5,2896.0,360770.5455801105
ERMINESKIN,2022,5,2,1518000.0,759000.0,2896.0,360770.5455801105
ERMINESKIN,2022,6,7,1496847.0,249474.5,2896.0,360770.5455801105
ERMINESKIN,2022,8,2,970000.0,485000.0,2896.0,360770.5455801105
ERMINESKIN,2022,9,1,0.0,,2896.0,360770.5455801105
ERMINESKIN,2022,10,3,204930.0,68310.0,2896.0,360770.5455801105
ERMINESKIN,2022,11,4,360000.0,120000.0,2896.0,360770.5455801105
ERMINESKIN,2023,1,1,203490.0,203490.0,2896.0,360770.5455801105
ERMINESKIN,2023,2,2,15000.0,7500.0,2896.0,360770.5455801105
ERMINESKIN,2023,3,1,180000.0,180000.0,2896.0,360770.5455801105
ERMINESKIN,2023,5,2,275000.0,137500.0,2896.0,360770.5455801105
ERMINESKIN,2023,6,3,40500.0,20250.0,2896.0,360770.5455801105
ERMINESKIN,2023,7,3,36914.0,36914.0,2896.0,360770.5455801105
ERMINESKIN,2023,8,3,2105600.0,1052800.0,2896.0,360770.5455801105
ERMINESKIN,2023,9,1,0.0,,2896.0,360770.5455801105
ERMINESKIN,2024,1,4,95000.0,47500.0,2896.0,360770.5455801105
ERMINESKIN,2024,2,2,68000.0,34000.0,2896.0,360770.5455801105
ERMINESKIN,2024,3,1,150000.0,150000.0,2896.0,360770.5455801105
ERMINESKIN,2024,4,1,40000.0,40000.0,2896.0,360770.5455801105
ERMINESKIN,2024,5,2,10000.0,10000.0,2896.0,360770.5455801105
ERMINESKIN,2024,6,1,0.0,,2896.0,360770.5455801105
ERMINESKIN,2024,7,1,100000.0,100000.0,2896.0,360770.5455801105
ERMINESKIN,2024,9,1,200000.0,200000.0,2896.0,360770.5455801105
ERMINESKIN,2024,10,1,1700000.0,1700000.0,2896.0,360770.5455801105
ERMINESKIN,2024,12,1,1000000.0,1000000.0,2896.0,360770.5455801105
ERMINESKIN,2025,1,2,958454.0,479227.0,2896.0,360770.5455801105
ERMINESKIN,2025,2,1,1.0,1.0,2896.0,360770.5455801105
ERMINESKIN,2025,3,2,98000.0,49000.0,2896.0,360770.5455801105
ERMINESKIN,2025,4,1,750000.0,750000.0,2896.0,360770.5455801105
ERMINESKIN,2025,5,1,0.0,,2896.0,360770.5455801105
ERMINESKIN,2025,6,3,5001.0,2500.5,2896.0,360770.5455801105
ERMINESKIN,2025,7,3,27250.0,13625.0,2896.0,360770.5455801105
ERMINESKIN,2025,9,2,74595120.0,37297560.0,2896.0,360770.5455801105
ERMINESKIN,2025,10,1,0.0,,2896.0,360770.5455801105
ERMINESKIN,2025,11,1,2500.0,2500.0,2896.0,360770.5455801105
EVANSDALE,2019,1,1,35000.0,35000.0,1641.0,339850.7007921999
EVANSDALE,2019,2,1,0.0,,1641.0,339850.7007921999
EVANSDALE,2019,4,1,8000.0,8000.0,1641.0,339850.7007921999
EVANSDALE,2019,6,3,5000.0,5000.0,1641.0,339850.7007921999
EVANSDALE,2019,7,2,20000.0,20000.0,1641.0,339850.7007921999
EVANSDALE,2019,8,1,10000.0,10000.0,1641.0,339850.7007921999
EVANSDALE,2019,9,2,0.0,,1641.0,339850.7007921999
EVANSDALE,2019,10,2,120000.0,60000.0,1641.0,339850.7007921999
EVANSDALE,2019,11,1,24500.0,24500.0,1641.0,339850.7007921999
EVANSDALE,2020,6,2,20000.0,20000.0,1641.0,339850.7007921999
EVANSDALE,2020,8,1,0.0,,1641.0,339850.7007921999
EVANSDALE,2020,9,1,0.0,,1641.0,339850.7007921999
EVANSDALE,2020,10,3,201733.0,67244.33333333333,1641.0,339850.7007921999
EVANSDALE,2020,11,1,5000.0,5000.0,1641.0,339850.7007921999
EVANSDALE,2020,12,1,35000.0,35000.0,1641.0,339850.7007921999
EVANSDALE,2021,2,1,75000.0,75000.0,1641.0,339850.7007921999
EVANSDALE,2021,3,9,708220.0,78691.11111111111,1641.0,339850.7007921999
EVANSDALE,2021,5,1,50000.0,50000.0,1641.0,339850.7007921999
EVANSDALE,2021,6,1,0.0,,1641.0,339850.7007921999
EVANSDALE,2021,7,1,157920.0,157920.0,1641.0,339850.7007921999
EVANSDALE,2021,8,3,547000.0,182333.33333333334,1641.0,339850.7007921999
EVANSDALE,2021,9,2,10000.0,10000.0,1641.0,339850.7007921999
EVANSDALE,2021,11,1,0.0,,1641.0,339850.7007921999
EVANSDALE,2021,12,1,0.0,,1641.0,339850.7007921999
EVANSDALE,2022,1,1,25000.0,25000.0,1641.0,339850.7007921999
EVANSDALE,2022,3,1,26534.0,26534.0,1641.0,339850.7007921999
EVANSDALE,2022,4,3,169500.0,84750.0,1641.0,339850.7007921999
EVANSDALE,2022,5,1,90000.0,90000.0,1641.0,339850.7007921999
EVANSDALE,2022,6,3,40000.0,40000.0,1641.0,339850.7007921999
EVANSDALE,2022,7,1,0.0,,1641.0,339850.7007921999
EVANSDALE,2022,8,1,20000.0,20000.0,1641.0,339850.7007921999
EVANSDALE,2022,11,2,15003.0,7501.5,1641.0,339850.7007921999
EVANSDALE,2023,5,1,10000.0,10000.0,1641.0,339850.7007921999
EVANSDALE,2023,6,1,0.0,,1641.0,339850.7007921999
EVANSDALE,2023,7,2,320000.0,160000.0,1641.0,339850.7007921999
EVANSDALE,2023,8,1,5000.0,5000.0,1641.0,339850.7007921999
EVANSDALE,2023,9,2,0.0,,1641.0,339850.7007921999
EVANSDALE,2023,10,1,300000.0,300000.0,1641.0,339850.7007921999
EVANSDALE,2023,11,1,0.0,,1641.0,339850.7007921999
EVANSDALE,2024,1,1,8000.0,8000.0,1641.0,339850.7007921999
EVANSDALE,2024,4,1,5000.0,5000.0,1641.0,339850.7007921999
EVANSDALE,2024,5,1,12000.0,12000.0,1641.0,339850.7007921999
EVANSDALE,2024,7,3,119400.0,39800.0,1641.0,339850.7007921999
EVANSDALE,2024,8,1,0.0,,1641.0,339850.7007921999
EVANSDALE,2024,9,6,20000.0,20000.0,1641.0,339850.7007921999
EVANSDALE,2025,1,3,130000.0,65000.0,1641.0,339850.7007921999
EVANSDALE,2025,3,3,72000.0,36000.0,1641.0,339850.7007921999
EVANSDALE,2025,5,1,0.0,,1641.0,339850.7007921999
EVANSDALE,2025,6,4,30000.0,30000.0,1641.0,339850.7007921999
EVANSDALE,2025,8,1,0.0,,1641.0,339850.7007921999
EVANSDALE,2025,9,3,100.0,100.0,1641.0,339850.7007921999
EVANSDALE,2025,10,1,60000.0,60000.0,1641.0,339850.7007921999
EVANSDALE,2025,11,2,0.0,,1641.0,339850.7007921999
EVERGREEN,2019,2,1,5000.0,5000.0,656.0,117283.53658536586
EVERGREEN,2019,3,1,0.0,,656.0,117283.53658536586
EVERGREEN,2020,9,1,0.0,,656.0,117283.53658536586
EVERGREEN,2020,12,1,10000.0,10000.0,656.0,117283.53658536586
EVERGREEN,2021,5,1,5000.0,5000.0,656.0,117283.53658536586
EVERGREEN,2021,7,1,4500.0,4500.0,656.0,117283.53658536586
EVERGREEN,2021,10,1,5000.0,5000.0,656.0,117283.53658536586
EVERGREEN,2022,8,1,10000.0,10000.0,656.0,117283.53658536586
EVERGREEN,2022,9,1,0.0,,656.0,117283.53658536586
EVERGREEN,2022,10,1,0.0,,656.0,117283.53658536586
EVERGREEN,2022,11,1,0.0,,656.0,117283.53658536586
EVERGREEN,2022,12,1,3000.0,3000.0,656.0,117283.53658536586
EVERGREEN,2023,8,2,5000.0,5000.0,656.0,117283.53658536586
EVERGREEN,2023,11,1,5000.0,5000.0,656.0,117283.53658536586
EVERGREEN,2023,12,1,0.0,,656.0,117283.53658536586
EVERGREEN,2024,1,3,5000.0,5000.0,656.0,117283.53658536586
EVERGREEN,2024,3,1,0.0,,656.0,117283.53658536586
EVERGREEN,2024,6,1,0.0,,656.0,117283.53658536586
EVERGREEN,2024,7,1,5000.0,5000.0,656.0,117283.53658536586
EVERGREEN,2024,9,1,1600.0,1600.0,656.0,117283.53658536586
EVERGREEN,2024,12,1,5000.0,5000.0,656.0,117283.53658536586
EVERGREEN,2025,6,1,0.0,,656.0,117283.53658536586
EVERGREEN,2025,8,1,0.0,,656.0,117283.53658536586
EVERGREEN,2025,10,1,4000.0,4000.0,656.0,117283.53658536586
"EVERGREEN, MARQUIS",2019,2,1,0.0,,,
"EVERGREEN, MARQUIS",2021,6,1,5000.0,5000.0,,
FALCONER HEIGHTS,2019,2,1,15000.0,15000.0,696.0,613224.856321839
FALCONER HEIGHTS,2019,4,1,5000.0,5000.0,696.0,613224.856321839
FALCONER HEIGHTS,2019,6,2,0.0,,696.0,613224.856321839
FALCONER HEIGHTS,2019,9,2,180000.0,180000.0,696.0,613224.856321839
FALCONER HEIGHTS,2019,10,1,42000.0,42000.0,696.0,613224.856321839
FALCONER HEIGHTS,2019,11,3,232000.0,77333.33333333333,696.0,613224.856321839
FALCONER HEIGHTS,2020,1,2,1045632.0,522816.0,696.0,613224.856321839
FALCONER HEIGHTS,2020,2,2,575000.0,287500.0,696.0,613224.856321839
FALCONER HEIGHTS,2020,6,1,10000.0,10000.0,696.0,613224.856321839
FALCONER HEIGHTS,2020,8,1,0.0,,696.0,613224.856321839
FALCONER HEIGHTS,2021,1,1,0.0,,696.0,613224.856321839
FALCONER HEIGHTS,2021,3,1,0.0,,696.0,613224.856321839
FALCONER HEIGHTS,2021,6,1,0.0,,696.0,613224.856321839
FALCONER HEIGHTS,2021,7,2,45000.0,45000.0,696.0,613224.856321839
FALCONER HEIGHTS,2021,8,1,450000.0,450000.0,696.0,613224.856321839
FALCONER HEIGHTS,2021,9,1,0.0,,696.0,613224.856321839
FALCONER HEIGHTS,2021,12,1,100000.0,100000.0,696.0,613224.856321839
FALCONER HEIGHTS,2022,3,2,15000.0,15000.0,696.0,613224.856321839
FALCONER HEIGHTS,2022,4,2,58000.0,29000.0,696.0,613224.856321839
FALCONER HEIGHTS,2022,5,1,0.0,,696.0,613224.856321839
FALCONER HEIGHTS,2022,10,3,160000.0,80000.0,696.0,613224.856321839
FALCONER HEIGHTS,2022,11,1,0.0,,696.0,613224.856321839
FALCONER HEIGHTS,2022,12,1,4500.0,4500.0,696.0,613224.856321839
FALCONER HEIGHTS,2023,1,1,9800.0,9800.0,696.0,613224.856321839
FALCONER HEIGHTS,2023,2,1,40000.0,40000.0,696.0,613224.856321839
FALCONER HEIGHTS,2023,4,1,42857.0,42857.0,696.0,613224.856321839
FALCONER HEIGHTS,2023,6,1,30000.0,30000.0,696.0,613224.856321839
FALCONER HEIGHTS,2023,7,3,10000.0,10000.0,696.0,613224.856321839
FALCONER HEIGHTS,2023,8,4,0.0,,696.0,613224.856321839
FALCONER HEIGHTS,2023,12,1,150000.0,150000.0,696.0,613224.856321839
FALCONER HEIGHTS,2024,1,1,0.0,,696.0,613224.856321839
FALCONER HEIGHTS,2024,3,2,90000.0,90000.0,696.0,613224.856321839
FALCONER HEIGHTS,2024,10,1,0.0,,696.0,613224.856321839
FALCONER HEIGHTS,2024,11,2,30000.0,30000.0,696.0,613224.856321839
FALCONER HEIGHTS,2024,12,3,35000.0,35000.0,696.0,613224.856321839
FALCONER HEIGHTS,2025,2,2,140000.0,70000.0,696.0,613224.856321839
FALCONER HEIGHTS,2025,3,1,125000.0,125000.0,696.0,613224.856321839
FALCONER HEIGHTS,2025,5,1,0.0,,696.0,613224.856321839
FALCONER HEIGHTS,2025,6,2,0.0,,696.0,613224.856321839
FALCONER HEIGHTS,2025,7,2,80000.0,40000.0,696.0,613224.856321839
FALCONER HEIGHTS,2025,9,3,150000.0,150000.0,696.0,613224.856321839
FALCONER HEIGHTS,2025,10,1,5000.0,5000.0,696.0,613224.856321839
FOREST HEIGHTS,2019,1,3,120000.0,60000.0,1696.0,534892.983490566
FOREST HEIGHTS,2019,2,3,820280.0,273426.6666666667,1696.0,534892.983490566
FOREST HEIGHTS,2019,3,4,19500.0,9750.0,1696.0,534892.983490566
FOREST HEIGHTS,2019,4,3,30100.0,15050.0,1696.0,534892.983490566
FOREST HEIGHTS,2019,5,7,98500.0,32833.333333333336,1696.0,534892.983490566
FOREST HEIGHTS,2019,6,8,268410.0,44735.0,1696.0,534892.983490566
